Tournament,Stage,Match Type,Map,Agent,Pick Rate
Champions Tour 2023: Americas League,Playoffs,Lower Final,Ascent,raze,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Ascent,breach,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Ascent,kayo,100.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Ascent,harbor,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Ascent,neon,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Ascent,iso,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Ascent,gekko,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Ascent,fade,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Ascent,phoenix,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Ascent,deadlock,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Ascent,reyna,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Ascent,sage,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Ascent,cypher,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Ascent,chamber,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Ascent,brimstone,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Ascent,yoru,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Haven,jett,100.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Haven,killjoy,100.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Haven,skye,50.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Haven,viper,50.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Haven,omen,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Haven,astra,50.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Haven,sova,50.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Haven,raze,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Haven,breach,50.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Haven,kayo,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Haven,harbor,50.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Haven,neon,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Haven,iso,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Haven,gekko,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Haven,fade,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Haven,phoenix,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Haven,deadlock,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Haven,reyna,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Haven,sage,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Haven,cypher,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Haven,chamber,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Haven,brimstone,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Haven,yoru,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Lotus,jett,50.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Lotus,killjoy,100.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Lotus,skye,100.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Lotus,viper,50.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Lotus,omen,100.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Lotus,astra,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Lotus,sova,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Lotus,raze,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Lotus,breach,50.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Lotus,kayo,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Lotus,harbor,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Lotus,neon,50.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Lotus,iso,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Lotus,gekko,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Lotus,fade,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Lotus,phoenix,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Lotus,deadlock,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Lotus,reyna,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Lotus,sage,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Lotus,cypher,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Lotus,chamber,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Lotus,brimstone,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Lotus,yoru,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Split,jett,100.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Split,killjoy,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Split,skye,100.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Split,viper,100.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Split,omen,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Split,astra,100.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Split,sova,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Split,raze,100.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Split,breach,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Split,kayo,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Split,harbor,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Split,neon,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Split,iso,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Split,gekko,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Split,fade,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Split,phoenix,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Split,deadlock,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Split,reyna,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Split,sage,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Split,cypher,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Split,chamber,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Split,brimstone,0.0
Champions Tour 2023: Americas League,Playoffs,Lower Final,Split,yoru,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Split,skye,100.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Split,killjoy,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Split,jett,67.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Split,viper,83.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Split,raze,50.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Split,astra,100.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Split,omen,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Split,breach,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Split,sova,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Split,kayo,17.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Split,harbor,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Split,brimstone,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Split,gekko,17.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Split,sage,33.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Split,fade,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Split,phoenix,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Split,cypher,17.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Split,chamber,17.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Split,iso,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Split,neon,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Split,deadlock,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Split,reyna,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Split,yoru,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Ascent,skye,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Ascent,killjoy,75.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Ascent,jett,100.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Ascent,viper,25.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Ascent,raze,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Ascent,astra,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Ascent,omen,100.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Ascent,breach,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Ascent,sova,100.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Ascent,kayo,100.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Ascent,harbor,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Ascent,brimstone,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Ascent,gekko,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Ascent,sage,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Ascent,fade,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Ascent,phoenix,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Ascent,cypher,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Ascent,chamber,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Ascent,iso,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Ascent,neon,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Ascent,deadlock,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Ascent,reyna,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Ascent,yoru,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Fracture,skye,50.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Fracture,killjoy,100.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Fracture,jett,50.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Fracture,viper,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Fracture,raze,75.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Fracture,astra,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Fracture,omen,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Fracture,breach,100.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Fracture,sova,25.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Fracture,kayo,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Fracture,harbor,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Fracture,brimstone,100.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Fracture,gekko,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Fracture,sage,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Fracture,fade,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Fracture,phoenix,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Fracture,cypher,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Fracture,chamber,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Fracture,iso,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Fracture,neon,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Fracture,deadlock,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Fracture,reyna,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Fracture,yoru,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Lotus,skye,100.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Lotus,killjoy,75.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Lotus,jett,50.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Lotus,viper,75.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Lotus,raze,50.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Lotus,astra,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Lotus,omen,75.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Lotus,breach,25.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Lotus,sova,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Lotus,kayo,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Lotus,harbor,25.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Lotus,brimstone,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Lotus,gekko,25.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Lotus,sage,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Lotus,fade,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Lotus,phoenix,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Lotus,cypher,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Lotus,chamber,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Lotus,iso,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Lotus,neon,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Lotus,deadlock,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Lotus,reyna,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Lotus,yoru,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Pearl,skye,100.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Pearl,killjoy,100.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Pearl,jett,25.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Pearl,viper,50.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Pearl,raze,25.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Pearl,astra,50.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Pearl,omen,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Pearl,breach,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Pearl,sova,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Pearl,kayo,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Pearl,harbor,75.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Pearl,brimstone,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Pearl,gekko,25.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Pearl,sage,25.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Pearl,fade,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Pearl,phoenix,25.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Pearl,cypher,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Pearl,chamber,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Pearl,iso,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Pearl,neon,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Pearl,deadlock,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Pearl,reyna,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Pearl,yoru,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Haven,skye,50.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Haven,killjoy,100.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Haven,jett,50.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Haven,viper,50.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Haven,raze,50.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Haven,astra,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Haven,omen,50.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Haven,breach,50.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Haven,sova,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Haven,kayo,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Haven,harbor,50.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Haven,brimstone,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Haven,gekko,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Haven,sage,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Haven,fade,50.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Haven,phoenix,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Haven,cypher,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Haven,chamber,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Haven,iso,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Haven,neon,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Haven,deadlock,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Haven,reyna,0.0
Champions Tour 2023: Americas League,Regular Season,Week 1,Haven,yoru,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Ascent,killjoy,100.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Ascent,jett,100.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Ascent,viper,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Ascent,sova,100.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Ascent,skye,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Ascent,omen,100.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Ascent,harbor,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Ascent,kayo,100.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Ascent,sage,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Ascent,raze,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Ascent,astra,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Ascent,breach,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Ascent,gekko,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Ascent,neon,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Ascent,phoenix,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Ascent,iso,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Ascent,fade,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Ascent,reyna,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Ascent,deadlock,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Ascent,cypher,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Ascent,chamber,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Ascent,brimstone,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Ascent,yoru,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Icebox,killjoy,100.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Icebox,jett,67.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Icebox,viper,100.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Icebox,sova,83.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Icebox,skye,17.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Icebox,omen,17.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Icebox,harbor,50.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Icebox,kayo,17.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Icebox,sage,50.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Icebox,raze,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Icebox,astra,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Icebox,breach,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Icebox,gekko,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Icebox,neon,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Icebox,phoenix,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Icebox,iso,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Icebox,fade,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Icebox,reyna,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Icebox,deadlock,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Icebox,cypher,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Icebox,chamber,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Icebox,brimstone,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Icebox,yoru,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Pearl,killjoy,83.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Pearl,jett,67.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Pearl,viper,83.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Pearl,sova,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Pearl,skye,100.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Pearl,omen,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Pearl,harbor,83.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Pearl,kayo,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Pearl,sage,17.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Pearl,raze,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Pearl,astra,17.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Pearl,breach,17.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Pearl,gekko,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Pearl,neon,17.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Pearl,phoenix,17.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Pearl,iso,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Pearl,fade,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Pearl,reyna,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Pearl,deadlock,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Pearl,cypher,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Pearl,chamber,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Pearl,brimstone,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Pearl,yoru,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Lotus,killjoy,100.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Lotus,jett,50.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Lotus,viper,75.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Lotus,sova,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Lotus,skye,100.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Lotus,omen,75.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Lotus,harbor,25.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Lotus,kayo,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Lotus,sage,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Lotus,raze,50.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Lotus,astra,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Lotus,breach,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Lotus,gekko,25.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Lotus,neon,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Lotus,phoenix,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Lotus,iso,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Lotus,fade,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Lotus,reyna,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Lotus,deadlock,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Lotus,cypher,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Lotus,chamber,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Lotus,brimstone,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Lotus,yoru,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Haven,killjoy,100.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Haven,jett,100.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Haven,viper,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Haven,sova,100.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Haven,skye,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Haven,omen,100.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Haven,harbor,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Haven,kayo,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Haven,sage,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Haven,raze,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Haven,astra,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Haven,breach,50.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Haven,gekko,50.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Haven,neon,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Haven,phoenix,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Haven,iso,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Haven,fade,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Haven,reyna,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Haven,deadlock,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Haven,cypher,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Haven,chamber,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Haven,brimstone,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Haven,yoru,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Split,killjoy,50.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Split,jett,50.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Split,viper,50.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Split,sova,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Split,skye,100.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Split,omen,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Split,harbor,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Split,kayo,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Split,sage,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Split,raze,50.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Split,astra,100.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Split,breach,50.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Split,gekko,50.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Split,neon,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Split,phoenix,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Split,iso,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Split,fade,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Split,reyna,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Split,deadlock,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Split,cypher,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Split,chamber,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Split,brimstone,0.0
Champions Tour 2023: Americas League,Regular Season,Week 2,Split,yoru,0.0
Champions Tour 2023: Americas League,Regular Season,Week 3,Ascent,killjoy,83.0
Champions Tour 2023: Americas League,Regular Season,Week 3,Ascent,jett,100.0
Champions Tour 2023: Americas League,Regular Season,Week 3,Ascent,viper,17.0
